-0.055,-0.276,-0.504
-0.678,-0.452,-0.055
-0.286,-0.89,0.354
-0.197,0.319,-0.439
0.135,-0.311,-0.743
-0.935,0.333,-0.119
-0.263,-0.482,-0.178
-0.03,-0.762,0.292
-0.013,-0.247,-0.969
0.568,-0.099,-0.034
-0.37,0.033,-0.727
0.934,0.143,0.327
0,0,0
-0.11,0.048,0.565
-0.265,0.759,0.595
0.667,-0.211,-0.421
-0.166,-0.54,0.121
-0.408,-0.631,-0.319
-0.416,-0.141,0.898
-0.43,-0.088,0.375
0.431,0.45,-0.528
0.026,0.985,0.169
0.455,-0.147,0.324
0.396,-0.561,-0.442
-0.776,0.316,0.546
0.141,-0.46,-0.319
0.798,-0.151,0.087
-0.205,0.251,-0.946
0,0,0
-0.398,0.397,0.131
-0.688,0.577,-0.439
0.029,-0.454,0.678
0.195,0.281,-0.465
0.522,0.187,0.162
-0.089,-0.534,-0.611
0.613,0.441,0.656
0.29,-0.762,0.048
-0.767,-0.641,-0.009
-0.125,0.564,0.008
-0.639,-0.043,-0.506
0.205,0.718,0.665
0.245,0.061,0.519
0.165,0.789,0.13
-0.245,-0.512,0.823
0,0,0
0.059,-0.139,0.557
-0.569,0.513,-0.282
0.507,-0.288,-0.813
-0.433,0.234,0.302
-0.43,0.027,0.694
-0.969,-0.142,0.203
-0.183,-0.423,-0.348
0.475,0.636,-0.192
-0.534,-0.082,-0.841
0.444,-0.338,0.149
-0.115,-0.159,0.793
0.12,-0.81,0.575
0.707,-0.394,-0.109
-0.404,-0.336,0.239
-0.671,0.731,0.12
0,0,0
0.389,0.214,0.37
0.583,0.63,-0.514
0.503,0.398,0.505
-0.312,-0.895,-0.32
-0.552,-0.01,0.17
-0.726,-0.325,0.185
0.028,0.517,-0.255
0.243,-0.568,0.533
0.615,-0.447,0.65
-0.094,0.992,-0.082
-0.255,0.091,0.51
0.36,-0.378,-0.628
0.27,-0.428,0.278
0.099,-0.791,-0.177
0.958,-0.247,-0.146
0,0,0
0.002,-0.531,-0.226
-0.031,-0.011,0.999
0.176,0.565,-0.563
0.549,0.003,0.18
0.292,0.183,0.74
-0.754,-0.216,-0.229
0.529,0.232,-0.006
-0.347,0.537,0.769
0.942,0.316,0.113
-0.107,0.362,0.437
-0.53,0.606,0.138
-0.882,0.067,-0.467
-0.479,-0.866,0.141
0.205,0.539,0.021
0,0,0
-0.711,0.022,0.401
-0.039,0.378,-0.435
0.51,-0.8,0.317
0.607,-0.329,0.435
-0.318,-0.102,0.471
0.003,-0.109,-0.809
-0.826,-0.112,0.553
-0.29,0.489,0.102
-0.578,-0.522,-0.246
-0.205,0.898,0.39
0.345,-0.214,0.41
-0.163,0.752,-0.273
0.274,-0.524,0.806
-0.123,-0.162,-0.54
0.681,0.617,0.395
-0.581,-0.344,0.46
0,0,0
-0.131,-0.437,-0.89
0.484,-0.059,-0.309
-0.029,0.644,0.502
-0.371,-0.427,-0.113
-0.402,0.225,-0.674
-0.739,0.532,0.413
-0.238,-0.373,0.371
0.815,-0.009,-0.055
-0.127,-0.833,0.539
-0.528,0.225,-0.066
-0.336,-0.735,-0.116
-0.4,-0.349,0.848
0.833,-0.524,0.178
-0.173,0.066,-0.547
-0.535,0.381,0.485
0,0,0
0.016,0.576,0.036
-0.489,-0.294,-0.821
-0.053,0.283,-0.764
0.433,0.284,0.256
0.211,0.744,-0.264
0.779,0.529,-0.337
-0.501,0.072,0.862
-0.468,0.287,0.178
0.231,0.411,0.667
-0.49,0.871,0.046
-0.087,-0.156,0.549
0.475,-0.656,0.102
-0.238,0.359,0.385
-0.705,0.136,-0.389
-0.424,0.132,-0.896
0,0,0
-0.968,0.099,-0.229
-0.385,-0.412,0.124
-0.582,0.027,0.572
0.477,-0.019,0.325
-0.291,-0.197,0.737
-0.134,-0.975,0.18
-0.34,0.437,-0.164
-0.611,-0.534,0.091
-0.029,0.724,0.689
0.151,0.342,0.439
-0.323,0.672,0.332
0.812,0.342,0.473
0.451,0.207,-0.295
-0.004,0.433,-0.901
0.617,0.217,0.489
0,0,0
0.044,-0.157,-0.554
-0.738,0.344,-0.061
0.324,0.804,0.499
-0.092,0.531,-0.207
-0.292,0.217,0.731
-0.301,0.854,-0.425
0.56,0.119,-0.078
0.461,0.559,-0.376
-0.709,0.2,0.676
0.36,0.107,0.439
0.252,0.63,0.454
0.456,0.784,-0.421
-0.122,0.251,-0.505
0.453,-0.713,-0.535
-0.384,0.402,-0.598
0,0,0
0.141,0.498,0.257
0.112,0.806,-0.066
0.889,-0.305,-0.342
0.168,0.493,-0.249
-0.251,0.472,0.219
0.713,0.676,0.185
-0.235,-0.045,0.971
0.704,-0.309,-0.275
0.212,0.029,0.788
-0.466,0.244,-0.237
0.74,-0.299,0.602
0.252,-0.665,0.402
0.386,-0.167,-0.395
0.804,0.04,0.138
0.462,0.553,-0.693
